TRX_ID,TRX_TS,PRODUCT_ID,PRODUCT_NAME,PRICE
99,6/3/2017 8:28,232,Bakmi Goreng Seafood,36000
99,6/3/2017 8:28,233,Rawon,36000
99,6/3/2017 8:28,234,Soto Madura,48000
99,6/3/2017 8:28,288,Chocolate Milk Shake,35000
99,6/3/2017 8:28,290,Vanilla Milk Shake,35000
99,6/3/2017 8:28,292,Coconut Milk Shake,35000
99,6/3/2017 8:28,296,Ice Cream Strawberry,32000
99,6/3/2017 8:28,297,Ice Cream Vanila,32000
99,6/3/2017 8:28,298,Ice Cream Japanese Green Tea,29000
99,6/3/2017 8:28,300,Hot Barley Milk / Susu Gandum,24000
100,6/3/2017 11:34,227,Club Sandwich + Free Coffee,44000
100,6/3/2017 11:34,233,Rawon,36000
100,6/3/2017 11:34,264,Cafe Latte,32000
100,6/3/2017 11:34,264,Cafe Latte,32000
101,6/3/2017 11:35,263,Cappucino,32000
101,6/3/2017 11:35,267,Moccacino,29000
101,6/3/2017 11:35,269,Flat White,29000
102,6/3/2017 11:39,219,Roti Bakar Strawberry,22000
102,6/3/2017 11:39,222,Telur Kampung 1/2 Matang (2 butir),18000
102,6/3/2017 11:39,267,Moccacino,29000
102,6/3/2017 11:39,268,Macchiato,26000
104,6/5/2017 13:29,226,Tuna Fish Sandwich,36000
104,6/5/2017 13:29,233,Rawon,36000
104,6/5/2017 13:29,264,Cafe Latte,32000
104,6/5/2017 13:29,265,Cafe Latte + Caramel Hazelnut,35000
105,6/5/2017 13:30,290,Vanilla Milk Shake,35000
106,6/5/2017 13:32,228,Bakmi Godog Keju,30000
106,6/5/2017 13:32,228,Bakmi Godog Keju,30000
106,6/5/2017 13:32,263,Cappucino,32000
106,6/5/2017 13:32,267,Moccacino,29000
107,6/5/2017 13:35,241,Beef Burger XL + Fries,48000
107,6/5/2017 13:35,241,Beef Burger XL + Fries,48000
107,6/5/2017 13:35,258,Spring Roll /Lumpia Goreng,28000
107,6/5/2017 13:35,259,Garlic Bread & Salad,26000
107,6/5/2017 13:35,270,Affogato (Ice Vanilla & Espresso),28000
107,6/5/2017 13:35,296,Ice Cream Strawberry,32000
107,6/5/2017 13:35,298,Ice Cream Japanese Green Tea,29000
107,6/5/2017 13:35,305,Fanta Strawberry,18000
107,6/5/2017 13:35,306,Air Mineral,8000
108,6/5/2017 13:37,214,Toast Chocolate ,22000
108,6/5/2017 13:37,216,Toast Peanut (Kacang Gula Kelapa),23000
108,6/5/2017 13:37,218,Toast Special (peanut + choco + cheese),25000
108,6/5/2017 13:37,222,Telur Kampung 1/2 Matang (2 butir),18000
108,6/5/2017 13:37,223,Telur Rebus (2 butir),16000
108,6/5/2017 13:37,249,Cheese Balls,29000
108,6/5/2017 13:37,252,French Fries (300gr),29000
108,6/5/2017 13:37,253,Pannekoek,26000
108,6/5/2017 13:37,254,Pisang Goreng Kampoeng,27000
108,6/5/2017 13:37,257,Pisang Bakar Keju,25000
108,6/5/2017 13:37,283,Hot/Ice Lemon Tea,26000
108,6/5/2017 13:37,291,Oreo Milk Shake,36000
109,6/5/2017 13:48,270,Affogato (Ice Vanilla & Espresso),28000
109,6/5/2017 13:48,295,Ice Cream Chocolate,32000
109,6/5/2017 13:48,296,Ice Cream Strawberry,32000
109,6/5/2017 13:48,298,Ice Cream Japanese Green Tea,29000
109,6/5/2017 13:48,298,Ice Cream Japanese Green Tea,29000
110,6/5/2017 13:53,235,Sate Ayam,36000
110,6/5/2017 13:53,242,XL Burger w/ Fries + Free Lemonade,150000
110,6/5/2017 13:53,246,Cheese Mushroom Omelette,34000
110,6/5/2017 13:53,246,Cheese Mushroom Omelette,34000
111,6/5/2017 13:54,260,Espresso,18000
111,6/5/2017 13:54,267,Moccacino,29000
112,6/5/2017 14:09,232,Bakmi Goreng Seafood,36000
112,6/5/2017 14:09,237,Fuyunghai Kepiting,48000
114,6/5/2017 14:09,262,Americano,28000
114,6/5/2017 14:09,299,Fresh Milk  (Australian),24000
116,6/5/2017 14:10,234,Soto Madura,48000
116,6/5/2017 14:10,236,Nasi Putih,7000
116,6/5/2017 14:10,297,Ice Cream Vanila,32000
119,6/5/2017 14:13,218,Toast Special (peanut + choco + cheese),25000
119,6/5/2017 14:13,221,Toast Egg & Corned Beef,28000
119,6/5/2017 14:13,224,French Toast,28000
119,6/5/2017 14:13,240,Beef Burger XL,38000
119,6/5/2017 14:13,244,Black Burger w/ Fries,58000
119,6/5/2017 14:13,245,Big Breakfast + Free Coffee,58000
119,6/5/2017 14:13,267,Moccacino,29000
119,6/5/2017 14:13,275,Strawberry Ice & Esspresso,28000
119,6/5/2017 14:13,297,Ice Cream Vanila,32000
119,6/5/2017 14:13,302,Fresh Orange Juice,34000
119,6/5/2017 14:13,304,Coca-cola,18000
120,6/5/2017 14:13,273,Dark Chocolate (Hot/Ice),26000
121,6/5/2017 14:14,244,Black Burger w/ Fries,58000
121,6/5/2017 14:14,245,Big Breakfast + Free Coffee,58000
121,6/5/2017 14:14,245,Big Breakfast + Free Coffee,58000
122,6/5/2017 14:16,217,Toast Kaya (Srikaya),22000
122,6/5/2017 14:16,220,Toast Blueberry,22000
122,6/5/2017 14:16,256,Singkong Goreng Kampoeng,24000
122,6/5/2017 14:16,301,Hot Honey Ginger Milk,29000
122,6/5/2017 14:16,301,Hot Honey Ginger Milk,29000
122,6/5/2017 14:16,304,Coca-cola,18000
122,6/5/2017 14:16,306,Air Mineral,8000
123,6/5/2017 14:17,236,Nasi Putih,7000
123,6/5/2017 14:17,239,Spaghetti Bolognese,38000
123,6/5/2017 14:17,272,Hot Chocolate Melted,35000
124,6/5/2017 14:18,280,Thai Ice Tea,29000
124,6/5/2017 14:18,282,English Breakfast (Tea Pot),29000
124,6/5/2017 14:18,305,Fanta Strawberry,18000
125,6/5/2017 14:19,234,Soto Madura,48000
126,6/5/2017 14:21,232,Bakmi Goreng Seafood,36000
126,6/5/2017 14:21,233,Rawon,36000
126,6/5/2017 14:21,234,Soto Madura,48000
126,6/5/2017 14:21,260,Espresso,18000
126,6/5/2017 14:21,265,Cafe Latte + Caramel Hazelnut,35000
126,6/5/2017 14:21,268,Macchiato,26000
126,6/5/2017 14:21,295,Ice Cream Chocolate,32000
126,6/5/2017 14:21,296,Ice Cream Strawberry,32000
127,6/5/2017 14:22,223,Telur Rebus (2 butir),16000
127,6/5/2017 14:22,260,Espresso,18000
127,6/5/2017 14:22,260,Espresso,18000
129,6/5/2017 14:32,275,Strawberry Ice & Esspresso,28000
129,6/5/2017 14:32,295,Ice Cream Chocolate,32000
129,6/5/2017 14:32,296,Ice Cream Strawberry,32000
129,6/5/2017 14:32,297,Ice Cream Vanila,32000
130,6/5/2017 14:32,299,Fresh Milk  (Australian),24000
131,6/5/2017 14:33,297,Ice Cream Vanila,32000
132,6/5/2017 14:33,216,Toast Peanut (Kacang Gula Kelapa),23000
132,6/5/2017 14:33,218,Toast Special (peanut + choco + cheese),25000
132,6/5/2017 14:33,220,Toast Blueberry,22000
132,6/5/2017 14:33,224,French Toast,28000
132,6/5/2017 14:33,250,Bitterballen,29000
132,6/5/2017 14:33,252,French Fries (300gr),29000
132,6/5/2017 14:33,254,Pisang Goreng Kampoeng,27000
132,6/5/2017 14:33,258,Spring Roll /Lumpia Goreng,28000
133,6/5/2017 14:52,239,Spaghetti Bolognese,38000
133,6/5/2017 14:52,239,Spaghetti Bolognese,38000
134,6/5/2017 16:07,235,Sate Ayam,36000
134,6/5/2017 16:07,243,Small Beef Burger,36000
134,6/5/2017 16:07,270,Affogato (Ice Vanilla & Espresso),28000
134,6/5/2017 16:07,298,Ice Cream Japanese Green Tea,29000
135,6/5/2017 16:08,265,Cafe Latte + Caramel Hazelnut,35000
135,6/5/2017 16:08,287,Fanta Vanilla Float,25000
136,6/5/2017 16:08,247,Vegetable Omelette,30000
136,6/5/2017 16:08,247,Vegetable Omelette,30000
136,6/5/2017 16:08,247,Vegetable Omelette,30000
136,6/5/2017 16:08,247,Vegetable Omelette,30000
137,6/5/2017 16:10,232,Bakmi Goreng Seafood,36000
137,6/5/2017 16:10,234,Soto Madura,48000
137,6/5/2017 16:10,294,Australian Milo (Hot/Ice),30000
137,6/5/2017 16:10,303,A & W Root Beer,18000
137,6/5/2017 16:10,303,A & W Root Beer,18000
138,6/5/2017 16:11,229,Bakmi Goreng Jawa,34000
138,6/5/2017 16:11,229,Bakmi Goreng Jawa,34000
138,6/5/2017 16:11,240,Beef Burger XL,38000
138,6/5/2017 16:11,240,Beef Burger XL,38000
138,6/5/2017 16:11,246,Cheese Mushroom Omelette,34000
138,6/5/2017 16:11,246,Cheese Mushroom Omelette,34000
139,6/5/2017 16:40,230,Bihun Godog Rawit,30000
140,6/5/2017 16:44,229,Bakmi Goreng Jawa,34000
140,6/5/2017 16:44,233,Rawon,36000
140,6/5/2017 16:44,237,Fuyunghai Kepiting,48000
140,6/5/2017 16:44,267,Moccacino,29000
140,6/5/2017 16:44,272,Hot Chocolate Melted,35000
141,6/5/2017 16:48,229,Bakmi Goreng Jawa,34000
141,6/5/2017 16:48,234,Soto Madura,48000
142,6/5/2017 16:50,226,Tuna Fish Sandwich,36000
143,6/5/2017 16:51,296,Ice Cream Strawberry,32000
144,6/5/2017 16:51,219,Roti Bakar Strawberry,22000
144,6/5/2017 16:51,264,Cafe Latte,32000
144,6/5/2017 16:51,264,Cafe Latte,32000
144,6/5/2017 16:51,272,Hot Chocolate Melted,35000
144,6/5/2017 16:51,272,Hot Chocolate Melted,35000
145,6/6/2017 15:20,237,Fuyunghai Kepiting,48000
146,6/6/2017 15:21,229,Bakmi Goreng Jawa,34000
146,6/6/2017 15:21,262,Americano,28000
146,6/6/2017 15:21,265,Cafe Latte + Caramel Hazelnut,35000
146,6/6/2017 15:21,271,Ice Coffee Float (Blend),36000
147,6/6/2017 15:46,229,Bakmi Goreng Jawa,34000
147,6/6/2017 15:46,229,Bakmi Goreng Jawa,34000
147,6/6/2017 15:46,230,Bihun Godog Rawit,30000
147,6/6/2017 15:46,230,Bihun Godog Rawit,30000
149,6/6/2017 15:49,230,Bihun Godog Rawit,30000
149,6/6/2017 15:49,230,Bihun Godog Rawit,30000
149,6/6/2017 15:49,231,Nasi Goreng Jawa,33000
149,6/6/2017 15:49,231,Nasi Goreng Jawa,33000
151,6/6/2017 15:56,217,Toast Kaya (Srikaya),22000
151,6/6/2017 15:56,217,Toast Kaya (Srikaya),22000
151,6/6/2017 15:56,219,Roti Bakar Strawberry,22000
151,6/6/2017 15:56,219,Roti Bakar Strawberry,22000
152,6/6/2017 15:59,229,Bakmi Goreng Jawa,34000
153,6/6/2017 16:18,231,Nasi Goreng Jawa,33000
153,6/6/2017 16:18,234,Soto Madura,48000
153,6/6/2017 16:18,234,Soto Madura,48000
154,6/6/2017 16:21,234,Soto Madura,48000
154,6/6/2017 16:21,234,Soto Madura,48000
154,6/6/2017 16:21,237,Fuyunghai Kepiting,48000
154,6/6/2017 16:21,237,Fuyunghai Kepiting,48000
154,6/6/2017 16:21,239,Spaghetti Bolognese,38000
154,6/6/2017 16:21,239,Spaghetti Bolognese,38000
155,6/6/2017 16:48,226,Tuna Fish Sandwich,36000
155,6/6/2017 16:48,235,Sate Ayam,36000
155,6/6/2017 16:48,235,Sate Ayam,36000
156,6/6/2017 16:50,226,Tuna Fish Sandwich,36000
156,6/6/2017 16:50,226,Tuna Fish Sandwich,36000
156,6/6/2017 16:50,235,Sate Ayam,36000
156,6/6/2017 16:50,235,Sate Ayam,36000
157,6/6/2017 16:55,237,Fuyunghai Kepiting,48000
158,6/6/2017 16:58,226,Tuna Fish Sandwich,36000
158,6/6/2017 16:58,226,Tuna Fish Sandwich,36000
158,6/6/2017 16:58,229,Bakmi Goreng Jawa,34000
158,6/6/2017 16:58,229,Bakmi Goreng Jawa,34000
159,6/6/2017 17:06,234,Soto Madura,48000
159,6/6/2017 17:06,234,Soto Madura,48000
159,6/6/2017 17:06,236,Nasi Putih,7000
159,6/6/2017 17:06,236,Nasi Putih,7000
159,6/6/2017 17:06,237,Fuyunghai Kepiting,48000
159,6/6/2017 17:06,237,Fuyunghai Kepiting,48000
161,6/6/2017 17:09,226,Tuna Fish Sandwich,36000
161,6/6/2017 17:09,226,Tuna Fish Sandwich,36000
161,6/6/2017 17:09,229,Bakmi Goreng Jawa,34000
161,6/6/2017 17:09,229,Bakmi Goreng Jawa,34000
161,6/6/2017 17:09,231,Nasi Goreng Jawa,33000
161,6/6/2017 17:09,231,Nasi Goreng Jawa,33000
163,6/6/2017 17:10,232,Bakmi Goreng Seafood,36000
163,6/6/2017 17:10,232,Bakmi Goreng Seafood,36000
165,6/6/2017 17:13,263,Cappucino,32000
165,6/6/2017 17:13,268,Macchiato,26000
165,6/6/2017 17:13,272,Hot Chocolate Melted,35000
166,6/6/2017 17:13,268,Macchiato,26000
166,6/6/2017 17:13,276,Kopi Tubruk,18000
166,6/6/2017 17:13,278,Kopi Susu Kampoeng,24000
167,6/6/2017 17:13,299,Fresh Milk  (Australian),24000
167,6/6/2017 17:13,300,Hot Barley Milk / Susu Gandum,24000
167,6/6/2017 17:13,301,Hot Honey Ginger Milk,29000
167,6/6/2017 17:13,305,Fanta Strawberry,18000
168,6/6/2017 17:14,293,Green Tea Milk Shake,39000
168,6/6/2017 17:14,301,Hot Honey Ginger Milk,29000
168,6/6/2017 17:14,305,Fanta Strawberry,18000
168,6/6/2017 17:14,305,Fanta Strawberry,18000
169,6/6/2017 17:24,226,Tuna Fish Sandwich,36000
169,6/6/2017 17:24,229,Bakmi Goreng Jawa,34000
169,6/6/2017 17:24,234,Soto Madura,48000
170,6/6/2017 17:26,227,Club Sandwich + Free Coffee,44000
170,6/6/2017 17:26,228,Bakmi Godog Keju,30000
170,6/6/2017 17:26,236,Nasi Putih,7000
171,6/6/2017 17:26,263,Cappucino,32000
171,6/6/2017 17:26,268,Macchiato,26000
171,6/6/2017 17:26,272,Hot Chocolate Melted,35000
172,6/6/2017 17:33,266,Cafe Latte + Hazelnut,35000
172,6/6/2017 17:33,271,Ice Coffee Float (Blend),36000
172,6/6/2017 17:33,272,Hot Chocolate Melted,35000
173,6/6/2017 17:33,226,Tuna Fish Sandwich,36000
173,6/6/2017 17:33,231,Nasi Goreng Jawa,33000
173,6/6/2017 17:33,234,Soto Madura,48000
174,6/6/2017 17:34,228,Bakmi Godog Keju,30000
174,6/6/2017 17:34,229,Bakmi Goreng Jawa,34000
174,6/6/2017 17:34,237,Fuyunghai Kepiting,48000
175,6/6/2017 17:55,226,Tuna Fish Sandwich,36000
175,6/6/2017 17:55,234,Soto Madura,48000
175,6/6/2017 17:55,267,Moccacino,29000
175,6/6/2017 17:55,272,Hot Chocolate Melted,35000
176,6/6/2017 18:22,217,Toast Kaya (Srikaya),22000
176,6/6/2017 18:22,231,Nasi Goreng Jawa,33000
176,6/6/2017 18:22,250,Bitterballen,29000
176,6/6/2017 18:22,263,Cappucino,32000
177,6/6/2017 18:39,229,Bakmi Goreng Jawa,34000
177,6/6/2017 18:39,235,Sate Ayam,36000
177,6/6/2017 18:39,244,Black Burger w/ Fries,58000
177,6/6/2017 18:39,254,Pisang Goreng Kampoeng,27000
177,6/6/2017 18:39,257,Pisang Bakar Keju,25000
177,6/6/2017 18:39,258,Spring Roll /Lumpia Goreng,28000
178,6/6/2017 22:26,229,Bakmi Goreng Jawa,34000
178,6/6/2017 22:26,234,Soto Madura,48000
179,6/6/2017 22:32,230,Bihun Godog Rawit,30000
179,6/6/2017 22:32,235,Sate Ayam,36000
179,6/6/2017 22:32,237,Fuyunghai Kepiting,48000
180,6/6/2017 22:32,263,Cappucino,32000
180,6/6/2017 22:32,268,Macchiato,26000
181,6/6/2017 22:32,222,Telur Kampung 1/2 Matang (2 butir),18000
181,6/6/2017 22:32,225,French Toast w/ Ice Cream,30000
182,6/6/2017 22:36,231,Nasi Goreng Jawa,33000
182,6/6/2017 22:36,242,XL Burger w/ Fries + Free Lemonade,150000
183,6/6/2017 22:37,215,Toast Cheese,22000
183,6/6/2017 22:37,270,Affogato (Ice Vanilla & Espresso),28000
183,6/6/2017 22:37,296,Ice Cream Strawberry,32000
184,6/6/2017 22:38,217,Toast Kaya (Srikaya),22000
184,6/6/2017 22:38,222,Telur Kampung 1/2 Matang (2 butir),18000
184,6/6/2017 22:38,249,Cheese Balls,29000
185,6/6/2017 22:45,225,French Toast w/ Ice Cream,30000
186,6/6/2017 22:45,236,Nasi Putih,7000
186,6/6/2017 22:45,239,Spaghetti Bolognese,38000
187,6/6/2017 22:48,229,Bakmi Goreng Jawa,34000
187,6/6/2017 22:48,246,Cheese Mushroom Omelette,34000
188,6/6/2017 22:48,247,Vegetable Omelette,30000
189,6/6/2017 22:49,244,Black Burger w/ Fries,58000
189,6/6/2017 22:49,245,Big Breakfast + Free Coffee,58000
190,6/6/2017 22:51,235,Sate Ayam,36000
190,6/6/2017 22:51,239,Spaghetti Bolognese,38000
190,6/6/2017 22:51,239,Spaghetti Bolognese,38000
190,6/6/2017 22:51,240,Beef Burger XL,38000
191,6/6/2017 23:03,265,Cafe Latte + Caramel Hazelnut,35000
191,6/6/2017 23:03,272,Hot Chocolate Melted,35000
191,6/6/2017 23:03,282,English Breakfast (Tea Pot),29000
192,6/6/2017 23:03,269,Flat White,29000
192,6/6/2017 23:03,277,Kopi Tarik ,20000
192,6/6/2017 23:03,278,Kopi Susu Kampoeng,24000
193,6/6/2017 23:05,274,Ice Mocca Blend with Oreo,36000
193,6/6/2017 23:05,284,Ice Rose Tea (Es Teh Mawar),18000
193,6/6/2017 23:05,286,A&W Root Beer & Vanila Float,26000
194,6/6/2017 23:08,232,Bakmi Goreng Seafood,36000
194,6/6/2017 23:08,234,Soto Madura,48000
195,6/7/2017 11:30,226,Tuna Fish Sandwich,36000
195,6/7/2017 11:30,226,Tuna Fish Sandwich,36000
196,6/7/2017 11:32,233,Rawon,36000
196,6/7/2017 11:32,236,Nasi Putih,7000
197,6/7/2017 11:35,235,Sate Ayam,36000
197,6/7/2017 11:35,237,Fuyunghai Kepiting,48000
197,6/7/2017 11:35,239,Spaghetti Bolognese,38000
198,6/7/2017 11:36,266,Cafe Latte + Hazelnut,35000
198,6/7/2017 11:36,268,Macchiato,26000
199,6/7/2017 11:39,229,Bakmi Goreng Jawa,34000
199,6/7/2017 11:39,231,Nasi Goreng Jawa,33000
200,6/7/2017 11:39,267,Moccacino,29000
200,6/7/2017 11:39,269,Flat White,29000
200,6/7/2017 11:39,272,Hot Chocolate Melted,35000
201,6/7/2017 11:43,229,Bakmi Goreng Jawa,34000
201,6/7/2017 11:43,239,Spaghetti Bolognese,38000
202,6/7/2017 11:46,235,Sate Ayam,36000
202,6/7/2017 11:46,238,Nasi Capcay Seafood Goreng,39000
203,6/7/2017 11:47,245,Big Breakfast + Free Coffee,58000
204,6/7/2017 11:49,236,Nasi Putih,7000
204,6/7/2017 11:49,239,Spaghetti Bolognese,38000
205,6/7/2017 11:50,219,Roti Bakar Strawberry,22000
205,6/7/2017 11:50,221,Toast Egg & Corned Beef,28000
206,6/7/2017 11:50,224,French Toast,28000
206,6/7/2017 11:50,248,Vegetable Kroket,26000
207,6/7/2017 11:53,241,Beef Burger XL + Fries,48000
207,6/7/2017 11:53,244,Black Burger w/ Fries,58000
208,6/7/2017 11:53,265,Cafe Latte + Caramel Hazelnut,35000
208,6/7/2017 11:53,267,Moccacino,29000
209,6/7/2017 11:53,285,Ice Lychee Tea,26000
209,6/7/2017 11:53,286,A&W Root Beer & Vanila Float,26000
210,6/7/2017 11:53,302,Fresh Orange Juice,34000
210,6/7/2017 11:53,303,A & W Root Beer,18000
211,6/7/2017 11:53,294,Australian Milo (Hot/Ice),30000
211,6/7/2017 11:53,299,Fresh Milk  (Australian),24000
212,6/7/2017 11:54,303,A & W Root Beer,18000
212,6/7/2017 11:54,305,Fanta Strawberry,18000
213,6/7/2017 11:54,290,Vanilla Milk Shake,35000
213,6/7/2017 11:54,304,Coca-cola,18000
214,6/7/2017 11:55,290,Vanilla Milk Shake,35000
214,6/7/2017 11:55,303,A & W Root Beer,18000
216,6/7/2017 13:01,233,Rawon,36000
216,6/7/2017 13:01,234,Soto Madura,48000
217,6/7/2017 13:03,232,Bakmi Goreng Seafood,36000
217,6/7/2017 13:03,238,Nasi Capcay Seafood Goreng,39000
218,6/7/2017 13:04,243,Small Beef Burger,36000
218,6/7/2017 13:04,245,Big Breakfast + Free Coffee,58000
219,6/7/2017 13:05,247,Vegetable Omelette,30000
220,6/7/2017 13:05,238,Nasi Capcay Seafood Goreng,39000
220,6/7/2017 13:05,240,Beef Burger XL,38000
221,6/7/2017 13:06,263,Cappucino,32000
221,6/7/2017 13:06,268,Macchiato,26000
222,6/7/2017 13:08,233,Rawon,36000
222,6/7/2017 13:08,236,Nasi Putih,7000
223,6/7/2017 13:15,226,Tuna Fish Sandwich,36000
223,6/7/2017 13:15,235,Sate Ayam,36000
224,6/7/2017 13:17,232,Bakmi Goreng Seafood,36000
224,6/7/2017 13:17,237,Fuyunghai Kepiting,48000
225,6/7/2017 13:19,227,Club Sandwich + Free Coffee,44000
225,6/7/2017 13:19,234,Soto Madura,48000
226,6/7/2017 13:19,229,Bakmi Goreng Jawa,34000
226,6/7/2017 13:19,231,Nasi Goreng Jawa,33000
227,6/7/2017 13:33,231,Nasi Goreng Jawa,33000
227,6/7/2017 13:33,232,Bakmi Goreng Seafood,36000
228,6/7/2017 13:34,229,Bakmi Goreng Jawa,34000
228,6/7/2017 13:34,237,Fuyunghai Kepiting,48000
229,6/7/2017 13:39,226,Tuna Fish Sandwich,36000
229,6/7/2017 13:39,230,Bihun Godog Rawit,30000
230,6/7/2017 13:41,233,Rawon,36000
230,6/7/2017 13:41,236,Nasi Putih,7000
231,6/7/2017 13:41,227,Club Sandwich + Free Coffee,44000
231,6/7/2017 13:41,231,Nasi Goreng Jawa,33000
231,6/7/2017 13:41,233,Rawon,36000
232,6/7/2017 13:49,231,Nasi Goreng Jawa,33000
232,6/7/2017 13:49,232,Bakmi Goreng Seafood,36000
232,6/7/2017 13:49,235,Sate Ayam,36000
232,6/7/2017 13:49,235,Sate Ayam,36000
233,6/7/2017 14:51,226,Tuna Fish Sandwich,36000
234,6/8/2017 10:17,229,Bakmi Goreng Jawa,34000
234,6/8/2017 10:17,232,Bakmi Goreng Seafood,36000
234,6/8/2017 10:17,236,Nasi Putih,7000
235,6/8/2017 10:21,237,Fuyunghai Kepiting,48000
235,6/8/2017 10:21,239,Spaghetti Bolognese,38000
235,6/8/2017 10:21,240,Beef Burger XL,38000
236,6/8/2017 13:08,268,Macchiato,26000
236,6/8/2017 13:08,272,Hot Chocolate Melted,35000
236,6/8/2017 13:08,274,Ice Mocca Blend with Oreo,36000
236,6/8/2017 13:08,283,Hot/Ice Lemon Tea,26000
237,6/8/2017 14:32,235,Sate Ayam,36000
238,6/8/2017 18:17,231,Nasi Goreng Jawa,33000
238,6/8/2017 18:17,266,Cafe Latte + Hazelnut,35000
238,6/8/2017 18:17,266,Cafe Latte + Hazelnut,35000
238,6/8/2017 18:17,266,Cafe Latte + Hazelnut,35000
239,6/8/2017 18:26,240,Beef Burger XL,38000
239,6/8/2017 18:26,243,Small Beef Burger,36000
239,6/8/2017 18:26,246,Cheese Mushroom Omelette,34000
240,6/8/2017 18:58,234,Soto Madura,48000
241,6/11/2017 9:22,232,Bakmi Goreng Seafood,36000
241,6/11/2017 9:22,234,Soto Madura,48000
241,6/11/2017 9:22,264,Cafe Latte,32000
241,6/11/2017 9:22,305,Fanta Strawberry,18000
242,6/11/2017 9:21,228,Bakmi Godog Keju,30000
243,6/11/2017 10:00,264,Cafe Latte,32000
243,6/11/2017 10:00,267,Moccacino,29000
244,6/11/2017 9:58,290,Vanilla Milk Shake,35000
244,6/11/2017 9:58,303,A & W Root Beer,18000
245,6/11/2017 10:02,233,Rawon,36000
245,6/11/2017 10:02,240,Beef Burger XL,38000
245,6/11/2017 10:02,282,English Breakfast (Tea Pot),29000
245,6/11/2017 10:02,285,Ice Lychee Tea,26000
245,6/11/2017 10:02,286,A&W Root Beer & Vanila Float,26000
246,6/11/2017 10:03,232,Bakmi Goreng Seafood,36000
246,6/11/2017 10:03,247,Vegetable Omelette,30000
247,6/11/2017 11:28,266,Cafe Latte + Hazelnut,35000
247,6/11/2017 11:28,267,Moccacino,29000
247,6/11/2017 11:28,271,Ice Coffee Float (Blend),36000
247,6/11/2017 11:28,272,Hot Chocolate Melted,35000
248,6/11/2017 11:46,233,Rawon,36000
248,6/11/2017 11:46,234,Soto Madura,48000
249,6/11/2017 15:48,229,Bakmi Goreng Jawa,34000
249,6/11/2017 15:48,235,Sate Ayam,36000
